name,latitude,longitude
UNICO Claudio Coello Airbnb,40.43076,-3.6870
Nice room in Madrid Center,40.42845,-3.69679
CHIC BARRIO DE SALAMANCA,40.42911,-3.68556
APARMENT 3PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA,40.42133,-3.70317
APARTMENT 2PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA,40.41967,-3.70502
ELEGANT ROOM LA LATINA CITY CENTER,40.40725,-3.71152
YOUR NEW HOME IN MADRID - SANTIAGO BERNABÉU,40.44473,-3.67299
HABITACIÓN CON WC EN BONITO DUPLEX CON TERRAZA!,40.38882,-3.69863
Esencial Apartments Madrid 1,40.41327,-3.7034
APARTMENT WITH POOL IN AREA AIRPORT,40.44472,-3.58884
Céntrico y Low Cost- para 5 personas opcional 6,40.40129,-3.66789
Nice&Cheap Near Metro QueenBed XL,40.38854,-3.72665
Apartamento bonito y acogedor.,40.42252,-3.69491
HABITACIÓN EN EL CENTRO DE MADRID,40.4055,-3.68536
Doble bed- private bath. In front of the Metro,40.39389,-3.69075
PENTHOUSE +TERRACE Madrid CHIC,40.43544,-3.71028
Bonito loft-duplex Reina Sofia,40.41061,-3.7021
Piso CON ENCANTO y amplio- centro zona Museo Prado,40.4133,-3.69738
Turistic Apartment for holidays,40.40747,-3.70987
Habitación de matrimonio céntrica,40.44956,-3.70358
Cerca a Madrid Centro y Aeropuerto,40.47567,-3.70606
OVERNIGHT AEROPUERTO/IFEMA/WANDA- HB 1,40.45246,-3.59304
APARTMENT LAVAPIES - QUIET,40.41171,-3.70366
Amazing flat Madrid city centre,40.39425,-3.69431
Fantástico piso próximo al centro,40.3962,-3.69586
Luminoso cuarto en piso centrico,40.39424,-3.69408
Amazing flat next to city centre,40.39468,-3.69437
Habitación  con baño privado- ideal,40.40436,-3.7368
Habitación Privada en Loft - MADRID CENTRO,40.43274,-3.7129
Habitaciòn en centro de Madrid,40.40955,-3.69524
Loft chic en el  centro de Madrid,40.40992,-3.71644
Friendly & confortable apartment,40.44553,-3.70442
GRAN VÍA LOFT. GREAT LOCATION,40.42244,-3.70545
Apartamento cerca de Ifema,40.45624,-3.62638
Bohemian attic in La Latina,40.41104,-3.7068
Precioso piso céntrico WIFI (1ero Izq),40.41288,-3.69848
Comfortable room with WiFi,40.39198,-3.73989
Feeling Madrid,40.4125,-3.6964
Calandria ROYAL PALACE- unique location- WiFi,40.42064,-3.72039
Sunset and the City,40.40953,-3.6579
Alquiler por días o semanas-julio-agosto min.2dias,40.41144,-3.72692
Aparsol 113,40.41743,-3.70391
Cheerful and family house in Madrid,40.47316,-3.83625
Cozy Apt. in the heart of Madrid,40.41684,-3.71076
Colourful single bedroom for female,40.41746,-3.6754
PUERTA DEL SOL-TIRSO DE MOLINA-2 BR-9 PAX-120 M2,40.41218,-3.7041
Apartamento con encanto-2P LICENCIA ATVT1001-,40.42133,-3.6980
Private bathroom. PENTHOUSE. Best LOCATION. A/C.,40.42153,-3.70348
Private bathroom. Artist PENTHOUSE.CENTER.B&B.A/C,40.42153,-3.70348
Apartamento Madrid Atocha.,40.40001,-3.66487
Apartamento céntrico 2 habitaciones,40.41055,-3.72098
Habitacion amplia y luminosa,40.43029,-3.64468
Residencia de estudiantes céntrica,40.43078,-3.71932
Apartamento Palacio Real Madrid,40.41784,-3.71139
Piso en barrio de Salamanca,40.42374,-3.6856
Estudio centro de Madrid (Chueca),40.41999,-3.6986
Residencia de estudiantes céntrica,40.43054,-3.71967
Apartamento céntrico. Precioso. Hasta 3 pax.,40.40011,-3.69201
Dormitorio en zona centro,40.40711,-3.71586
Bello apto. a estrenar en Chamberí,40.4348,-3.70365
Cosy- sunny apartment in Arguelles,40.43082,-3.71692
Apartamento Hortaleza - Chueca,40.42373,-3.69836
Habitación individual. Malasaña. Centro histórico.,40.42177,-3.7061
BEST PRICE / BEST LOCATION,40.41867,-3.70318
COMFORTABLE AND CENTRALLY CHAMBERI,40.43973,-3.70001
Ambiente familiar y tranquilo,40.42905,-3.71466
Ambiente familiar y tranquilo,40.42721,-3.7147
Sin definir,40.43765,-3.62672
Cozy flat in the heart of Madrid,40.42764,-3.71026
+Renovated 2room flat+located+breakfast+wifi,40.41988,-3.70075
Suite- Madrid Urban Center,40.42843,-3.70444
Amazing centric apartment at Preciados Street,40.41839,-3.7046
apartamento calle Zurbano 84,40.43823,-3.69169
Big Flat 4BD - OPERA area - City Center!!,40.41892,-3.70864
Respira el mejor ambiente de Madrid en este céntrico piso rodeado de parques,40.4258,-3.71602
Location- Luxury and Light in Madrid's center!,40.42499,-3.70693
Habitación B 7 calles  linea 1 metro.,40.46301,-3.70226
Super Centric & Modern flat in the heart of Madrid,40.42493,-3.70411
Love is in the Air.,40.41122,-3.69873
Alquiler de Habitación por día.,40.40551,-3.6032
APARTMENT 4PAX 2HB GRAN VIA CENTRO PUERTA SOL,40.42183,-3.70432
"Autentico Loft ""B"" cerca de IFEMA Madrid",40.47286,-3.63033
Enjoy a Bohemian atmosphere in a stylish place,40.40985,-3.70242
GREAT Apartment in City Centre/WIFI,40.40914,-3.70811
Apartamento Cuzco- Bernabeu Licencia VT 4460,40.45816,-3.69646
Modern Flat / Estudio Moderno,40.44307,-3.68342
Buardilla  con encanto en Lavapiés,40.40936,-3.70423
Habitación al lado del Retiro,40.40619,-3.67458
ROOM JUST PERFECT AT HOME. ALL BILLS INCLUDED!,40.40188,-3.61186
LOFT TIPO DUPLEX MUY CÓMODO Y BIEN UBICADO,40.44196,-3.67543
Walking distance to EVERYWHERE!,40.42038,-3.70285
Central and fully equipped flat,40.41036,-3.73921
Walking distance to EVERYWHERE!!,40.42258,-3.70352
Walking distance to EVERYWHERE!!!,40.42052,-3.70487
Walking distance to EVERYWHERE!!!!,40.4206,-3.70466
Aprtm. nuevo junto al metro urgel,40.39466,-3.72405
Malasaña dreams,40.42365,-3.70596
Habitación confortable I,40.3512,-3.69153
Cosy and light-filled studio. Excellent location,40.41758,-3.69816
El Loft más céntrico en Madrid.,40.42062,-3.70808
CH5! DUPLEXMega!,40.33366,-3.70227
HABITACIÓN PRIVADA MADRID CENTRO,40.40672,-3.70083
MODERN APARTMENT MALASAÑA-GRAN VIA (CENTER),40.42079,-3.70439
Super central and cozy apartment in the center,40.41134,-3.7057
Cozy room in city center of Madrid.,40.42319,-3.69914
Flat next to Madrid Rio,40.39621,-3.71046
Cozy&quiet&comfortable studio apartment,40.39763,-3.69309
Luminous and cozy in Madrid's center Chueca Square,40.42302,-3.69742
Luminosa habitación en Lavapiés,40.40657,-3.70239
Piso en arriendo Madrid- aluche,40.39599,-3.76393
Luxury apartment in Madrid,40.40084,-3.70261
Amazing Room in La Latina with A/C,40.40896,-3.71036
Comfy apartment in great neighborhood,40.46346,-3.68201
Beautiful place in a residential area,40.46342,-3.68196
Habitación Amplia y Luminosa,40.43112,-3.62941
Atocha Centro-Santa Ana Las Letras,40.41282,-3.69973
Descanso y cercanía en Madrid,40.40593,-3.69452
SÓLO ESTANCIAS CORTAS MÁXIMO UN MES,40.38712,-3.75781
Luxury apartment in the centre of Madrid,40.42853,-3.69497
31st Floor in the center.,40.42474,-3.7132
Stylish apartment in the centre!,40.40823,-3.70207
Luminous and comfortable apartment in the centre,40.40863,-3.70262
Great studio in Salamanca neighborhood,40.43343,-3.67959
Estudio 104,40.38554,-3.70331
Sol Mayor 106,40.41725,-3.7052
apartamento centro historico,40.41068,-3.70868
Acogedora habitación en Madrid,40.43055,-3.72176
Sol Mayor Apartment 114,40.41567,-3.70517
Luxury Apt 2 rms 1 bath 22nd floor,40.42529,-3.71272
Loft design in the heart of Madrid,40.4168,-3.70282
DOUBLE ROOM AT PERFECT HOME!! ALL BILLS INCLUDED!,40.40198,-3.61197
Habitación privada. Vive Malasaña!,40.42514,-3.70406
Ideal para familias bien comunicado con parking,40.42904,-3.63591
Double room in the heart of Madrid.,40.41038,-3.70475
Nice and cozy apt in Malasaña.,40.42657,-3.70018
Estudio 204,40.38554,-3.70331
Double Room + Private Bathroom in Madrid Riverside,40.39853,-3.71787
Ideal para viajero amante del campo,40.48466,-3.70603
Estudio 202,40.38665,-3.70248
ÁTICO MARAVILLOSO EN EL CENTRO,40.42845,-3.70355
Apartment with terrace in the centre,40.41097,-3.70592
Sunny&Lovely apart. La latina .City center.WIFI,40.40748,-3.71715
Acogedor piso totalmente reformado,40.42485,-3.69708
Cozy apartment near city center,40.40036,-3.67038
A room surrounded by art & culture,40.41489,-3.69572
1-12.Las Cortes.Sol.Madrid Center.120m2 Bright.A.C,40.41593,-3.69772
Splendid room in center. Kio Towers,40.47082,-3.69137
Marvelous room in center.Kio Towers,40.47234,-3.69143
Sol Gran Via 3bedrooms 2bathrooms right  in center,40.41943,-3.7071
Estupendo y tranquilo apartamento junto al Rio,40.40131,-3.72289
Estudio 302 ático,40.38558,-3.70331
Estudio 203,40.38556,-3.7033
CHARMING & CHIC | ATOCHA WI-FI,40.40266,-3.68979
Habitación individual en Madrid,40.41084,-3.73488
APARTMENT TRIBUNAL- QUIET,40.4284,-3.70351
Studio-Room- independant entrance- ideal for IE,40.43354,-3.68196
Meraviglioso centro città,40.42082,-3.70996
Cozy attic apartment in La Latina,40.40984,-3.70982
Muy luminoso- al lado del Retiro- reformado,40.41887,-3.6756
Habitación cerca aeropuerto y wanda metropolitano,40.44379,-3.64932
2individual verycosyrooms-L9Madrid,40.39644,-3.62285
Cozy central flat in Gran Via-Chueca.,40.42288,-3.69957
Attic bedroom with character at Sol,40.41434,-3.71244
1 room with private bathroom in city center Madrid,40.4281,-3.70917
Modern- quite and centric appart.,40.42258,-3.70564
CENTRO DE MADRID en MALASAÑA/CHUECA 65M2 EXTERIOR,40.42259,-3.7022
Comfortable Room. Near centre!,40.41805,-3.67554
Encantador Apto en Madrid Centro Malasaña,40.42508,-3.70239
Modern Loft with Views in Chueca,40.42666,-3.69681
Casa de barrio,40.3977,-3.65211
Piso agosto Madrid centro,40.40875,-3.70443
Great apartment in center of Madrid (with AC),40.41259,-3.70285
Casa propia por temporadas,40.45136,-3.70449
Habitación Arturo Soria de Madrid,40.46211,-3.64909
Apartamento acogedor Madrid Centro!,40.41057,-3.70266
Madrid Center: Puerta del Sol- Triso de Molina,40.41184,-3.70425
Habitaciones acogedoras,40.44781,-3.67048
APARTAMENTO BARRIO SALAMANCA,40.42554,-3.67889
Pequeña habitación cerca del metro,40.44304,-3.65202
Un lugar tranquilo. Recupera energias. Disfruta,40.42984,-3.6271
Lovely apt. Best location,40.41152,-3.69688
Amplia habitación con cama doble y baño privado,40.40919,-3.70594
Apartamento Gran Vía-Sol,40.41833,-3.70125
Habitación 1pers Lavapies - Madrid,40.40872,-3.70261
"""The little house""- cozy apartment in La Latina",40.40909,-3.71029
Confort Gran Via,40.41996,-3.70862
Rosita's House in Malasaña,40.42603,-3.70518
Bonito apartamento cerca del Retiro,40.41266,-3.67011
Luxury Home Best Location in Madrid. El Retiro,40.42328,-3.68003
Casa del Sol - CITY CENTER,40.4087,-3.70403
Chueca - Gran Via - Sol,40.4276,-3.70037
Piso nuevo + Terraza + Plaza Garaje,40.44824,-3.64678
Penthouse in the center of Madrid,40.4506,-3.70733
A - Pleno Centro / LOW COST / CITY CENTRE.,40.4195,-3.70564
Best host of town :),40.42042,-3.71748
Twin Room 15min from downtown,40.39706,-3.72077
Bright & cozy 2BD - OPERA area,40.42071,-3.71038
Habitación en Barrio de Salamanca,40.43203,-3.67815
Piso en Madrid capital,40.45803,-3.67491
Private bedroom close to metro,40.48577,-3.68979
Luxury Loft in Latina - Palacio NEW,40.41438,-3.71258
New & Bright- Central Apartment,40.41589,-3.70054
Beautiful attic in Lavapies,40.40851,-3.70356
Aitor,40.42887,-3.73487
Family & Bright- Central Apartment,40.41219,-3.69637
Coqueto y tranquilo estudio,40.40911,-3.7125
****Acogedora habitación en Barrio Salamanca****,40.42527,-3.67044
SOL LUXURY APARTAMENTOS IV,40.41595,-3.70128
Apartamento en zona Plaza España,40.42612,-3.70977
Stylish apartment - Serrano VII,40.43179,-3.68549
The blue Penthouse (ATOCHA- CENTRO) A/CONDITIONER,40.40029,-3.69545
Piso con Encanto Parque del Retiro,40.41983,-3.67576
LAVAPIÉS Apartment II (1BR 1BT),40.41207,-3.70637
Precioso loft en el barrio de moda.,40.40879,-3.70533
My home- your home. Paseo del Prado,40.4111,-3.69242
Estudio Chamberi- centro de Madrid,40.43444,-3.69895
HABITACIÓN EN EL CENTRO DE MADRID,40.40977,-3.70988
Cosy apartment in Madrid Goya,40.42616,-3.67959
Room with doble bed for rent,40.45792,-3.65874
HABITACIÓN CON LLAVE Y BAÑO,40.43233,-3.71669
Moderno apartamento zona BERNABEU,40.4586,-3.68716
Spacious- sunny room w/ private bathroom and views,40.41239,-3.70529
Calle de las Huertas: the very heart of Madrid!,40.41355,-3.69991
¡Siéntete como en casa!,40.43877,-3.69794
Cozy- stylish room by Retiro park,40.40491,-3.67611
Executive Studio 123,40.41609,-3.70374
Bonita y acogedora buhardilla,40.41399,-3.69755
Apartamento Madrid (Zona Bernabéu),40.45916,-3.68549
Sol Mayor Apartment 124,40.41541,-3.70547
Habitación individual,40.4597,-3.69984
SOL MAYOR ESTUDIO 150,40.41579,-3.70587
Estudio Superior 151,40.41738,-3.70568
Cozy Flat- right in Madrid Center,40.42538,-3.70598
APARSOL APARTMENT 153,40.4154,-3.70367
APARSOL  ÁTICO 203,40.41527,-3.70503
NICE ROOM,40.3876,-3.64196
Piso muy bonito y espacioso en zona Almendrales,40.37859,-3.69957
Estudio 301 ático,40.38557,-3.70335
Single Room 2,40.40196,-3.63997
Cozy Attic in the City Center!!!!!!,40.42299,-3.69955
QUEEN MARY- MADRID,40.41126,-3.69878
Cómoda y próxima al Madrid Rio,40.39537,-3.71993
FLAT IN MADRID CENTER (RASTRO ZONE),40.40647,-3.70854
Lovely centric flat in Lavapies,40.4114,-3.70018
Estudio 101,40.38556,-3.70334
Loft space by Retiro and museums,40.4069,-3.68759
Cozy apartment in central Madrid,40.41282,-3.70753
Cosy apartment with WIFI and A/A in Central Madrid,40.41061,-3.69921
FREE WIFI VINTAGE 2 APARTMENT. CENTER MADRID.,40.41957,-3.7032
Design loft in the heart of Madrid,40.41526,-3.70856
Madrid Center: Puerta del Sol- Tirso de Molina,40.41163,-3.70413
APARTMENT VINTAGE 1. Downtown Madrid- Gran Via-Sol,40.41869,-3.70334
Fantástico Apartamento Malasaña,40.42936,-3.7033
ROYAL PALACE DELUXE,40.42169,-3.71407
Apartamento no disponible,40.43109,-3.66484
Madrid Rio Beautiful Apartment / Parking free,40.39371,-3.69018
habitación priva en piso compartidO,40.42777,-3.7176
CASA ENTERA CENTRO! CENTRO!! DE MADRID!! GRAN VÍA,40.42284,-3.7106
Apt / whole house center of Madrid,40.42284,-3.7106
Charming Loft at City Center,40.41373,-3.71354
Pequeño apartamento en zona moncloa,40.43607,-3.71505
Habitación privada en piso,40.42675,-3.70217
Amplia y luminosa,40.39478,-3.71541
Appartment in Cuzco- Madrid (northen center),40.45795,-3.69771
Alquilo habitación en ÁTICO CENTRO,40.40197,-3.69144
Madrid Center: Puerta del Sol- Tirso de Molina,40.41126,-3.70412
Acogedor piso en Madrid,40.44836,-3.7003
VERY LUMINOUS FLAT IN LAVAPIES,40.41062,-3.69973
Hab Doble Madrid Centro (Agosto),40.42085,-3.71563
alojamiento en centro de madrid,40.4211,-3.67741
piso en centro de madrid,40.42075,-3.67603
Nice apartment for 2 persons in Argüelles,40.43186,-3.71255
Madrid Rent 6,40.38054,-3.69905
BARRIO SALAMANCA. APARTAMENTO ENTERO PRIVADO.WIFI.,40.42624,-3.67827
PISO AMPLIO barrio CHUECA-MALASAÑA,40.42501,-3.70001
Piso perfecto en Plaza de Castilla,40.46875,-3.69045
Habitación 20' del centro Madrid,40.41115,-3.7283
Cosy room&balcony close to center,40.43165,-3.71886
Habitación unica!,40.4260,-3.66798
Bright & Brand New at Retiro Park,40.40696,-3.66904
Cozy room in the heart of the city,40.41844,-3.70336
Amazing and Cozy Apartment in Madrid Centre,40.41203,-3.71139
Bonito apartamento súper céntrico,40.42442,-3.70543
Vintage Apartment Plaza de España,40.42342,-3.71339
SE ALQUILA HABITACIÓN INDIVIDUAL,40.43588,-3.64785
Habitación cerca Atocha con WIFI,40.39584,-3.69499
Family apartment - Chamberí Area,40.44587,-3.70175
BARRIO DE LAS LETRAS Apartment II (1BR 1BT),40.41245,-3.70542
Modern Duplex in Madrid,40.44249,-3.6756
Calm and Luminous Studio -Las Letras- Madrid,40.41126,-3.70034
Huge apartment in the Heart of Madrid (Gran Vía),40.42103,-3.69888
1 room in bright flat in malasaña,40.42212,-3.7013
Retiro oldfashioned prívate room,40.42328,-3.67857
Bright and Newly-Renovated. Strong WIFI ???,40.43014,-3.69599
Nice Design Studio in citycenter!,40.42804,-3.70611
Piso Aeropuerto/Ifema,40.45078,-3.58168
Private room- MADRID,40.44412,-3.70586
Habitación en piso compartido,40.41728,-3.67481
Cozy room close to the city center,40.39674,-3.71363
Bonita Habitacion,40.43139,-3.71439
PUERTA ATOCHA/AVE-MUSEUMS-AIR CONDITIONING- WIFI5G,40.40503,-3.69005
LUXURIOUS FLAT IN THE HEART OF MADRID,40.41846,-3.69851
Precioso apartamento,40.40636,-3.68385
ATICO CON TERRAZA Y CHIMENEA,40.41854,-3.7126
Habitación y baño privado lo en el centro d Madrid,40.42147,-3.70248
Enjoy Madrid downtown!,40.40763,-3.70037
BRIGHT & MODERN WITH PERFECT LOCATION - MADRID,40.44896,-3.7086
PLANTA BAJA DE TRANQUILO CHALET EN URGEL,40.3894,-3.72821
Nice Duplex- Madrid Center,40.42637,-3.67785
"Gran Vía centro Madrid ""Malasaña""",40.42408,-3.70357
Habitacion en pleno centro chueca,40.42674,-3.69574
Habitación céntrica+wifi+baño propio,40.39901,-3.6916
Cozy and quiet flat in Madrid Center- Welcome!,40.41113,-3.70052
Amplia habiatción en piso centrico,40.41046,-3.70971
Malasaña/Chueca Centric- Quiet & Lovely Madrid,40.42628,-3.70262
Beautiful room in Madrid Center! :) Long term,40.45846,-3.6983
ATICO EN MADRID CENTRO,40.43912,-3.6948
AMAZING LUXURY APARTMENT MADRID CENTER. Plza Colon,40.42955,-3.69292
Estudio 201,40.38556,-3.70331
Precioso apartamento en Avenida de América.,40.43774,-3.67155
Simple apartment near Reina Sofia,40.41072,-3.70006
Flat Madrid Rio Park 4br 2bth,40.40107,-3.71306
Habitación doble a 15´ centro/Cozy room 15´center,40.43842,-3.63748
Grande piso luminoso centro Madrid,40.43449,-3.66878
APARTAMENTO MATADERO-MADRID 2,40.39917,-3.69892
Room with a View in the Madrid Center,40.40962,-3.7094
Casa Duplex invertido (Plaza elíptica),40.38712,-3.71252
Habitación tranquila a 20 minutos del centro,40.39311,-3.66536
Habitación doble con WIFI- Atocha,40.39804,-3.69355
Penthouse Bernabéu-AZCA,40.44798,-3.68848
Unique & Renewed 1BD - Plaza Mayor,40.41537,-3.7061
Acogedor piso,40.44076,-3.67287
Lovely appartment in Malasaña,40.42648,-3.70573
Apartamento completo junto a Museo del Prado,40.4122,-3.69419
Great apartment in Velázquez VIII,40.43427,-3.68206
Luxury in Colon the most prestigious location,40.42593,-3.69098
Habitacion privada muy tranquila cerca de Ifema.,40.47459,-3.64894
Confortable- peacefull and light filled Studio.,40.41269,-3.70565
Apartamento en Madrid- 3 hab- urb,40.3652,-3.76078
Malasaña  Apartment,40.42511,-3.70688
Apartment in central Madrid,40.40505,-3.69715
FAMILY PLAZA MAYOR DELUXE,40.41561,-3.70762
SOL Basic and Super Central Room,40.41554,-3.70296
Argüelles Habitacion Doble,40.43187,-3.71123
APARTAMENTO MATADERO - MADRID 3,40.39744,-3.69867
Residencia de Estudiantes centrica,40.42851,-3.71955
Residencia de estudiantes céntrica,40.43057,-3.72104
Residencia de estudiantes céntrica,40.43044,-3.72148
Residencia estudiantes céntrica,40.42879,-3.71997
Residencia de estudiantes céntrica,40.43071,-3.71984
Residencia de estudiantes céntrica,40.42901,-3.71994
Residencia de estudiantes céntrica,40.43033,-3.72125
Residencia de estudiantes céntrica,40.42867,-3.71991
Habitación con terraza en el centro de madrid,40.41766,-3.70978
??  Centric Lavapies ??  WIFI- Flexible check in,40.40976,-3.70249
Meet Madrid's sweetest neighborhood,40.38838,-3.75744
MADRID CENTER Lavapiés con encanto,40.40812,-3.70409
Large 2-bedroom flat. 10 min airport/Wanda Stadium,40.44077,-3.65401
