id;name;host_id;host_since;host_response_time;host_acceptance_rate;host_is_superhost;host_listings_count;host_identity_verified
5638366;2  bedrooms next to Retiro Park ( Alcala );28038703;20/02/2015;within an hour;99;0;124;1
5642057;Comfortable apartment next to subway Delicias;29236345;12/03/2015;Sin definir;0;0;1;1
5646304;Habitación en Delicias;29118911;10/03/2015;Sin definir;0;0;1;0
5654095;STUNNING  FLAT IN PUERTA DEL SOL;17523018;01/12/1999;Sin definir;0;0;-99;0
5654704;Estudio-Huertas,Paseo del Prado/AA;4083688;07/11/2012;within an hour;100;0;8;1
5656076;Cozy and warm studio by Reina Sofía;27997968;19/02/2015;within an hour;100;1;0;1
5659065;Room for Two in Friendly Chueca;29331987;14/03/2015;Sin definir;0;0;1;0
5665566;Luminoso apartamento Madrid /SUNNY APARTMET MADRID;16207651;31/05/2014;Sin definir;0;0;1;1
5672272;Coqueto PISO en EL RASTRO;606925;20/05/2011;within a day;100;1;3;1
5677523;Loft D a un paso de Ifema Madrid;1351865;30/10/2011;within a few hours;92;1;4;1
5690702;HABITACIÓN BIEN UBICADA Y ECONÓMICA;29460378;16/03/2015;within an hour;0;0;1;1
5699523;Madrid Center Sunny Room wifi;29552300;18/03/2015;Sin definir;0;0;2;1
5699593;Quiet apartment. Royal Palace;29552466;18/03/2015;within an hour;100;1;1;0
5702125;Charming penthouse  Santa Ana;2617386;12/06/2012;within a few hours;0;0;1;1
5715713;GUMERFLAT - CENTRICAL APARTMENT;16177101;30/05/2014;within an hour;0;0;8;1
5717576;Cozy LOFT in MALASAÑA;26349049;19/01/2015;within an hour;75;0;1;1
5722480;Charming apartment in Madrid town;6288128;08/05/2013;within an hour;93;0;8;1
5722694;Habitacion en el Centro Lavapies;29672205;20/03/2015;Sin definir;0;0;1;0
5725371;Apartment Madrid Centro-Malasaña;9244612;05/10/2013;within a few hours;60;0;2;1
5732498;Cozy apartment right in the center of Madrid;29725217;21/03/2015;within a day;100;1;2;1
5735879;Bright Apartment + Parking;29744543;21/03/2015;within an hour;44;1;1;1
5740305;Un económico apto en una zona verde;25633808;05/01/2015;within a day;0;0;1;1
5748366;Vegan Bike Bed & Breakfast;15711503;19/05/2014;Sin definir;0;0;1;0
5748546;Stylish private room in artistic penthouse duplex;3400990;28/08/2012;Sin definir;0;1;1;1
5749070;★STAYCATION★ Salamanca - Stylish Exclusivo Familia;596469;17/05/2011;within an hour;97;0;32;1
5756228;Sunny and modern studio in the heart of Madrid;29860982;23/03/2015;Sin definir;100;0;1;1
5784304;Room on Fuencarral;30008656;25/03/2015;Sin definir;0;0;1;0
5787650;Acogedora habitación;18407534;19/07/2014;Sin definir;0;1;1;0
5791993;Luxury flat Goya/Retiro.Ideal for Family & Friends;30048748;26/03/2015;Sin definir;0;0;1;1
5802369;MALASAÑA Apartamento/1 to 4 people;63380062;17/03/2016;within a day;50;0;3;1
5811071;APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111;20/03/2013;within an hour;100;0;64;1
5813663;Apatamento a 15 minutos de la puerta del Sol;16225393;01/06/2014;within an hour;0;1;2;1
5814367;COZY APARTMENT MALASAŃA- WIFI+AC;30168983;28/03/2015;a few days or more;0;0;2;0
5817222;Penthouse in Gran Vía with Terrace;30039646;26/03/2015;within an hour;100;1;4;1
5819351;Cosy & Authentic 2BR @Lavapies;335685;05/01/2011;Sin definir;0;1;1;0
5821340;ROOF TOP 2 ROOM APT. WITH VIEWS;22471045;13/10/2014;within a few hours;95;1;1;1
5829509;Habitación bonita y confortable;8991046;22/09/2013;Sin definir;0;0;1;1
5829524;Cozy flat in the heart of Madrid;2005152;25/03/2012;Sin definir;0;0;1;1
5836616;Gran Vía, the best Center.;30297314;30/03/2015;within an hour;0;1;1;0
5846936;Apartamento cerca de Arturo Soria;16489351;07/06/2014;within an hour;100;1;2;1
5847367;Luxury penthouse in Madrid´s sky.;30358377;31/03/2015;within an hour;89;0;2;0
5850532;loft céntrico y coqueto;30377153;31/03/2015;Sin definir;0;0;1;1
5860795;Airy room close to Madrid center;15152516;05/05/2014;Sin definir;100;1;3;1
5872562;Habitación amplia y luminosa. Con baño particular.;30494183;02/04/2015;Sin definir;0;1;1;0
5876946;Beautiful Room in the Center !!!;16859206;16/06/2014;within a few hours;100;0;7;1
5895578;COOL CLASSY,  NEAR PLAZA ESPANA A/C;6271519;07/05/2013;within a few hours;100;1;4;0
5895915;✨Estudio Las Letras Atocha✨;13053383;12/03/2014;within a few hours;0;1;4;1
5898378;Precioso atico nuevo a estrenar;11088700;07/01/2014;within a few hours;0;0;2;0
5908353;2 bed apartment in heart Salamanca;30686730;06/04/2015;Sin definir;0;0;1;1
5921635;Habitación estupenda y luminosa en Chueca 3 pax,;30752115;07/04/2015;within an hour;88;0;2;1
5925627;Private Room - habitacion privada;30767491;07/04/2015;Sin definir;0;0;1;0
5929004;Habitacion alegre y luminosa y baño;30784097;07/04/2015;within a day;60;0;2;1
5931632;Alegre Habitacion luminosa y Baño;30784097;07/04/2015;within a day;60;0;2;1
5935568;Habitación luminosa en Malasaña;9414656;14/10/2013;Sin definir;0;0;1;0
5938004;MADRID RIO. BRIGHT APT. POOL. WIFI;30829022;08/04/2015;within a day;59;1;3;1
5950055;CONVENIENTLY-LOCATED, COZY FLAT;20665958;28/08/2014;Sin definir;0;0;2;1
5950516;Apartment for 2 in the city center;14668598;24/04/2014;Sin definir;0;0;1;1
5950534;Beautifull Doble-Bed Room;26213466;01/12/1999;Sin definir;0;0;-99;0
5954131;Renewed -Madrid Center - La Latina;30906733;09/04/2015;Sin definir;100;1;1;1
5962564;APARTMENT 4PAX CENTRO GRAN VIA PUERTA SOL MALASAÑA;5542111;20/03/2013;within an hour;100;0;64;1
5966006;Double room swimming pool luxuary;30969215;10/04/2015;Sin definir;0;0;1;1
5975073;Single Room - Madrid;30969714;10/04/2015;Sin definir;0;0;0;1
5976224;Madrid Center!;31024847;11/04/2015;Sin definir;0;0;1;1
5987757;Sparkly clean!!! A/C, near City Center.;6025388;21/04/2013;Sin definir;0;1;1;1
5988407;Walking distance to Plaza Mayor;14958898;01/05/2014;Sin definir;0;0;1;1
5994463;PISO ATOCHA larga estancia- FLAT NEAR ATOCHA  .;31124866;13/04/2015;within an hour;0;0;2;1
5994871;CENTRO LATINA. EXCELENTE UBICACIÓN;5161406;20/02/2013;Sin definir;0;0;1;0
6008086;ROMANTIC PLAZA MAYOR DELUXE;2662680;17/06/2012;within an hour;100;1;8;1
6008204;YOUR HOME IN MADRID!;31191817;14/04/2015;a few days or more;0;0;3;1
6010434;PUERTA DEL SOL CENTRO CHUECA;23284594;03/11/2014;Sin definir;0;0;2;0
6010550;Room in central Madrid;19678357;08/08/2014;within an hour;70;1;5;1
6013907;Luxury flat, 120 sq.m,  4 BR,  6 P, Retiro;31133970;13/04/2015;within an hour;0;0;1;1
6022766;PUERTA DEL SOL CENTRO BARRIO LETRAS;23284594;03/11/2014;Sin definir;0;0;2;0
6023704;Tranquilidad Puerta Toledo;31266788;01/12/1999;Sin definir;0;0;-99;0
6025469;ATOCHA Sol,4 bedrooms apart,WIFI,AC;785052;06/07/2011;a few days or more;0;0;6;1
6035803;APTO./FLAT 2H.- ATOCHA larga estancia.;31124866;13/04/2015;within an hour;0;0;2;1
6036395;TU HOGAR EN MADRID!;31191817;14/04/2015;a few days or more;0;0;3;1
6041881;Cozy bright room;31353361;16/04/2015;Sin definir;0;0;2;1
6042990;Luxury Apartment in Museum Mile 2;20577458;01/12/1999;Sin definir;0;0;-99;0
6043569;Acojedora habitación cerca del centro de Madrid;19830019;11/08/2014;Sin definir;0;0;1;1
6070267;At Home in Madrid 5, Huertas, Prado, (SANITIZED);31509536;19/04/2015;within an hour;100;1;9;1
6075609;Your ROOM close to Atocha Staion;2911538;12/07/2012;within a day;100;0;3;1
6076054;RoomtoRent near Santiago Bernabeu & City Ctr- WIFI;31538705;19/04/2015;Sin definir;0;0;1;0
6083007;Luxury Apartment in Museum Mile 1;20577458;01/12/1999;Sin definir;0;0;-99;0
6097605;C/ Mazarredo;21556243;01/12/1999;Sin definir;0;0;-99;0
6097996;Room by metro+WiFi+breakfast;31611340;20/04/2015;within a few hours;0;0;1;0
6110713;Habitación doble en Retiro;16247983;01/06/2014;within a few hours;0;0;1;0
6114620;Habitación Celeste;31353361;16/04/2015;Sin definir;0;0;2;1
6119334;Sol - APARTMENT 6 BEDROOMS with 6 BATHROOMS - A/C;31748791;22/04/2015;within an hour;100;0;8;1
6123814;60 Balconies Lagasca;31774454;23/04/2015;within a few hours;38;1;3;1
6125903;Attic with charm in Lavapiés;4644971;09/01/2013;Sin definir;0;0;0;1
6131459;Minimalist loft in Residential Area;21144062;09/09/2014;Sin definir;0;0;1;1
6140219;Atico  Loft  Madrid - SOL - WIFI;1738341;12/02/2012;within a few hours;100;0;2;1
6159391;Habitación acogedora en La Latina;25433096;31/12/2014;Sin definir;0;0;1;1
6159615;Nice and Quiet apartment in Madrid;7071874;23/06/2013;Sin definir;0;1;1;1
6160263;Casas Madrid-Private BATHROOM.;901218;01/08/2011;within an hour;97;0;41;1
6161577;Apartment in down-town Madrid - SOL;24861646;15/12/2014;Sin definir;0;1;1;1
6164389;Cuarto en excelente ubicación;2554690;05/06/2012;Sin definir;0;0;1;0
6175934;1 Dormitorio;32037392;27/04/2015;Sin definir;0;0;1;1
6182538;Habitacion para VEGETARIANOS.;32068100;27/04/2015;within an hour;100;0;3;1
6183158;Superb Apartment Center of the City;3233170;12/08/2012;within an hour;97;0;7;1
6188369;Dúplex a 5 minutos del metro;32099032;28/04/2015;Sin definir;0;0;1;1
6191812;Room in pretty family house (IE);10169235;21/11/2013;within a day;41;1;3;1
6193291;Amazing Duplex in Huertas (Works on the building!);4615520;07/01/2013;within an hour;95;1;25;1
6194911;Genial apartamento en la Latina;6386247;14/05/2013;Sin definir;100;1;1;1
6199834;NEW! WFH FROM PUERTA DE ALCALÁ!;5298015;03/03/2013;within an hour;99;1;6;1
6200039;BEAUTIFUL APARTMENT IN MADRID;3147269;03/08/2012;Sin definir;0;0;1;0
6206946;Habitación acogedora Ciudad Lineal.;32186382;29/04/2015;Sin definir;0;0;1;1
6207137;Piso exterior hasta 4 personas BH10;16829950;15/06/2014;Sin definir;100;0;13;1
6215979;HABITACION GRANDE 20 MTS CAMA KING;9430153;14/10/2013;Sin definir;71;0;1;1
6216745;Downtown*Outdoor*3Bdr*6P*Parking Opt*Wifi*Lift;32242323;30/04/2015;within an hour;100;0;1;1
6221081;Beautiful room with private bathroom!;8125450;13/08/2013;within an hour;100;0;1;1
6226275;☆ AMAZING location. 3 BEDROOMS ☝High ceiling /WiFi;4326117;04/12/2012;within an hour;98;1;6;1
6229677;Habitación centro Madrid.;32319122;01/05/2015;within a day;0;0;3;1
6230119;Beautiful flat on Ortega y Gasset;31932701;25/04/2015;within a few hours;0;0;0;0
6244218;Madrid Bohemio/Bohemian Madrid;17241162;25/06/2014;within a day;100;0;1;1
6247825;L'acanthe;30360739;31/03/2015;Sin definir;0;0;1;0
6248112;Piso en Madrid;3115595;02/05/2015;within a few hours;100;1;2;1
6254495;Habitación doble con baño privado;29316009;14/03/2015;within an hour;0;0;1;1
6257288;Kind bed with private bathroom;6104199;26/04/2013;within an hour;67;1;3;0
6263965;Madrid chic !!!;32552981;04/05/2015;within an hour;100;0;1;1
6272509;Apartamento en el centro de Madrid;32596071;04/05/2015;Sin definir;0;0;1;0
6279864;Apartment with terrace and views at Madrid;22392452;11/10/2014;within a day;33;0;1;0
6283743;3. Habitación exterior con balcón y baño privado;14629836;23/04/2014;within an hour;100;0;13;1
6286250;GRAN CASA EN EL CENTRO DE MADRID!;31191817;14/04/2015;a few days or more;0;0;3;1
6287069;2. Habitación Céntrica Exterior con balcón;14629836;23/04/2014;within an hour;100;0;13;1
6287397;6. Habitación Exterior con balcón en Madrid Centro;14629836;23/04/2014;within an hour;100;0;13;1
6287501;habitación doble en el centro de madrid;32685730;05/05/2015;Sin definir;0;0;1;1
6289024;Nice quiet room in La Latina;3305388;19/08/2012;Sin definir;0;0;3;1
6290268;Habitación compartida centro Madrid;32319122;01/05/2015;within a day;0;0;3;1
6299647;Family friendly room in Madrid Room for Champions;1549114;30/12/2011;Sin definir;0;1;1;1
6303708;Modern, stylish & superb location;1450405;28/11/2011;Sin definir;0;0;1;1
6307542;Romantic Atico DISEÑO Madrid LA LATINA;16500535;07/06/2014;a few days or more;100;0;2;1
6308594;Penthouse with Private Pool;32817296;07/05/2015;within an hour;0;0;1;1
6320287;Madrid center, PRIVATE bathroom, elevator, wifi!;10592426;12/12/2013;Sin definir;0;0;2;1
6320441;Amazing duplex penthhouse in the centre of Madrid;32046323;27/04/2015;within a day;33;0;19;1
6322780;Habitacion privada con 2 camas, armario empotrado,;32901590;08/05/2015;Sin definir;0;0;1;0
6331712;VIEWS!Romantic penthouse La Latina Oferta!;8053070;09/08/2013;within an hour;100;0;2;1
6332843;Vacations in Madrid -Amazing room!;31985091;26/04/2015;Sin definir;0;0;1;1
6332990;Loft con Wifi en el Madrid Centro;17556638;02/07/2014;within an hour;99;0;7;1
6333703;Loft with two terrace - 15 min to down town;32971833;09/05/2015;within an hour;100;0;2;1
6336277;Penthouse in Plaza Mayor with terrace and views;32989497;09/05/2015;Sin definir;0;1;1;0
6343738;Piso de lujo, centro de Madrid;23473292;08/11/2014;within a few hours;0;0;1;1
6382038;Wonderful studio in the centre;16521467;08/06/2014;within a day;0;0;1;1
6382107;Loft neighborhood Barrio de la Concepción;13116647;14/03/2014;Sin definir;0;0;1;1
6382192;Lovely 2 bedroom apartment;10169235;21/11/2013;within a day;41;1;3;1
6387909;Hermoso Estudio Centro de Madrid - Zoe;3606346;01/12/1999;Sin definir;0;0;-99;0
6389319;Study Compartido;33308136;13/05/2015;Sin definir;0;0;1;1
6397813;APARTMENT 6PAX 6HAB CENTRO GRAN VIA  PUERTA SOL;5542111;20/03/2013;within an hour;100;0;64;1
6398938;Wonderfull home in the center of Madrid for 4 days;32850062;07/05/2015;Sin definir;0;0;1;1
6410739;Palacete en el centro de Madrid;33435971;15/05/2015;Sin definir;0;0;1;0
6411343;ÁTICO EN MADRID LE TEMP PERDU;33439191;15/05/2015;within an hour;99;0;9;1
6412588;Se alquila  hab individual;33446067;15/05/2015;Sin definir;0;0;4;0
6413068;Apartamento junto a Plaza España;33446067;15/05/2015;Sin definir;0;0;4;0
6413102;Habitación acogedora;4473761;23/12/2012;Sin definir;0;0;2;0
6415505;Bright and cozy apartment in Madrid;24980439;18/12/2014;Sin definir;0;0;1;1
6420062;STUDIO-LOFT IN PLAZA DE ESPAÑA;33493582;16/05/2015;Sin definir;0;0;2;1
6420159;PRETTY BEDROOM PLAZA MAYOR;33494165;16/05/2015;Sin definir;100;0;2;1
6423447;Piso y habitación en Ciudad Lineal;33512061;16/05/2015;within a day;0;0;1;1
6432904;Ap Center Madrid With Swimming pool;33577497;17/05/2015;within an hour;0;0;1;1
6436381;SPECIAL ROOM FOR STUDENT;6104199;26/04/2013;within an hour;67;1;3;0
6440948;Precioso Apartamento con encanto;33626657;18/05/2015;Sin definir;0;0;1;1
6442730;Estudio Malasaña Palma;9934732;11/11/2013;within an hour;99;0;4;1
6444366;Private Room in Eclectic Malasaña;30278385;30/03/2015;Sin definir;0;0;1;0
6454937;HERMOSA HABITACION  INDIVIDUAL;1284868;13/10/2011;within an hour;91;0;2;0
6456087;Atico en Madrid;23540342;09/11/2014;within a day;0;0;1;1
6460851;GREAT FLAT AWESOME LOCATION-PARKING;2847013;06/07/2012;within a day;0;0;5;1
6469256;Se alquila 1 hab individual;33446067;15/05/2015;Sin definir;0;0;4;0
6469268;Se alquila hab individual;33446067;15/05/2015;Sin definir;0;0;4;0
6470318;Habitación interior luminosa y tranquila;29138895;11/03/2015;within an hour;100;1;3;1
6472884;Appartement lumineux, cosy et bien desservi;655088;02/06/2011;within a few hours;50;0;3;1
6474593;“Triangle of Art in Madrid”;41379943;13/08/2015;within an hour;67;1;2;1
6477859;El Loft de tus sueños en el centro de Madrid!;33844767;20/05/2015;Sin definir;0;0;1;0
6478676;"2 Bedrooms near famous Rastro ""  La Latina""";28038703;20/02/2015;within an hour;99;0;124;1
6485459;Apartment-Loft Casado del Alisal;32046323;27/04/2015;within a day;33;0;19;1
6500135;ATOCHA Sol, Studio, WIFI, AC;785052;06/07/2011;a few days or more;0;0;6;1
6500469;Acogedora habitación en el centro;33977951;22/05/2015;Sin definir;0;0;1;0
6507502;Opera / Royal Palace apartment;33850021;20/05/2015;within a day;80;1;2;1
6510436;Centric & cosy apartment in Chueca;17564568;02/07/2014;Sin definir;0;0;1;1
6524154;Habitación muy luminosa y silenciosa Madrid Centro;34120401;24/05/2015;Sin definir;0;0;1;0
6532332;SUNNY TERRACE, PARKING - LOCATION!;2847013;06/07/2012;within a day;0;0;5;1
6533726;Exterior apartment General Oraa;32046323;27/04/2015;within a day;33;0;19;1
6541133;Habitación individual en casa linda;34209057;25/05/2015;within a day;0;0;1;1
6542548;Habitación Casa c.Patio Cama M. c.del Palacio Real;29593359;18/03/2015;within a day;100;0;1;1
6542642;THE BEST LOCATION-2 STEPS FROM GRAN VÍA! (V10);34217435;25/05/2015;within an hour;97;1;16;1
6542768;"""Habitación Sunny Chic"" - OFFER MARCH-";31681692;21/04/2015;within an hour;97;0;11;1
6543446;-HABITACION AMPLIA Lovely Chic- OFFER APRIL-;31681692;21/04/2015;within an hour;97;0;11;1
6543624;Fab penthouse in hip neighbourhood;4030132;01/11/2012;Sin definir;0;0;1;1
6547415;Cheerful apartment - Lagasca II;32046323;27/04/2015;within a day;33;0;19;1
6548167;NIce apartment in City center;33179537;12/05/2015;Sin definir;0;0;1;0
6549680;Amplia habitación junto al Retiro;33577357;17/05/2015;Sin definir;0;1;1;1
6551172;Private room and bathroom Puerta Toledo;17533044;02/07/2014;Sin definir;100;0;1;0
6554344;Nice room with balcony, Wifi;34274924;26/05/2015;Sin definir;100;0;2;1
6563064;Beautiful private apt by ReinaSofia;34331457;27/05/2015;within an hour;95;1;5;1
6568035;Luminoso Tranquilo Parque El Retiro;16987500;19/06/2014;a few days or more;0;0;1;1
6568756;PENTHOUSE WITH NICE VIEWS OF MADRID;30696902;06/04/2015;within an hour;92;0;15;1
6571886;ALQUILO APARTAMENTO CENTRICO AGOSTO;34372914;27/05/2015;Sin definir;0;0;1;0
6572976;Piso totalmente reformado, proximo al centro;16255963;01/06/2014;within an hour;0;1;3;0
6574016;Studio with Roof Top Terrace;2288706;04/05/2012;Sin definir;0;0;1;0
6575326;Spacious room in Attic;30696902;06/04/2015;within an hour;92;0;15;1
6579059;Cozy room in attic.;30696902;06/04/2015;within an hour;92;0;15;1
6592291;Atractiva habitación en Ático;30696902;06/04/2015;within an hour;92;0;15;1
6596938;Céntrico,tranquilo y lujoso.Piscina;34510984;29/05/2015;Sin definir;0;0;1;0
6606334;Habitación Individual;32319122;01/05/2015;within a day;0;0;3;1
6607202;Habitación privada en Madrid Centro;32339668;01/05/2015;Sin definir;0;0;1;1
6615853;Casa Moratín Dúplex 240m Centro.;34623998;31/05/2015;within a few hours;75;1;2;1
6616100;Don Quijote y Dulcinea;34626644;31/05/2015;within an hour;71;1;12;1
6622630;La Latina Habitación en pleno centro Madrid.;34661997;31/05/2015;Sin definir;0;0;2;0
6631126;Double room in the center of Madrid;11320061;15/01/2014;Sin definir;0;0;1;1
6633231;Sunny and bright apartment;34719337;01/06/2015;within a few hours;80;1;1;1
6636431;Single Room in the heart of Madrid;3157621;04/08/2012;Sin definir;0;0;1;1
6637689;5. Habitación en pleno centro de Malasaña;14629836;23/04/2014;within an hour;100;0;13;1
6644323;Madrid centre rooms in 98m2 appartment;9959539;12/11/2013;within a day;29;0;4;1
6647742;Modern  apartment Madrid Center;13053383;12/03/2014;within a few hours;0;1;4;1
6648902;Functional studio in Madrid.;49772159;24/11/2015;within an hour;96;1;5;1
6650003;WONDERFUL FLAT IN HEART OF MADRID;34808128;02/06/2015;Sin definir;0;0;1;1
6663211;Habitación en GOYA(WiZink center)barrio Salamanca.;32947142;09/05/2015;within a few hours;100;0;2;1
6669701;Luminosa habitación en el centro;29561497;18/03/2015;Sin definir;0;0;1;0
